var_from,var_to,corr
Mean cell hemoglobin (pg),Vitamin E as alpha-tocopherol (mg),0.0039
Mean platelet volume (fL),Vitamin E as alpha-tocopherol (mg),-0.0313
"Albumin, urine (mg/L)",Vitamin E as alpha-tocopherol (mg),-0.1133
Lycopene (mcg),Vitamin E as alpha-tocopherol (mg),0.2268
Vitamin C (mg),Vitamin E as alpha-tocopherol (mg),0.3404
Alanine aminotransferase ALT (U/L),Vitamin E as alpha-tocopherol (mg),0.151
Beta-cryptoxanthin (mcg),Vitamin E as alpha-tocopherol (mg),0.2068
Retinol (mcg),Vitamin E as alpha-tocopherol (mg),0.3206
Riboflavin (Vitamin B2) (mg),Vitamin E as alpha-tocopherol (mg),0.5562
Osmolality (mmol/Kg),Vitamin E as alpha-tocopherol (mg),-0.03
Total polyunsaturated fatty acids (gm),Vitamin E as alpha-tocopherol (mg),0.8059
Magnesium (mg),Vitamin E as alpha-tocopherol (mg),0.703
Basophils percent (%),Vitamin E as alpha-tocopherol (mg),0.0262
Red blood cell count (million cells/uL),Vitamin E as alpha-tocopherol (mg),0.1055
PFA 18:3 (Octadecatrienoic) (gm),Vitamin E as alpha-tocopherol (mg),0.6296
Lymphocyte percent (%),Vitamin E as alpha-tocopherol (mg),-0.0389
SFA 12:0 (Dodecanoic) (gm),Vitamin E as alpha-tocopherol (mg),0.2441
Aspartate aminotransferase AST (U/L),Vitamin E as alpha-tocopherol (mg),0.1653
Globulin (g/L),Vitamin E as alpha-tocopherol (mg),-0.0309
PFA 22:6 (Docosahexaenoic) (gm),Vitamin E as alpha-tocopherol (mg),0.3017
Selenium (mcg),Vitamin E as alpha-tocopherol (mg),0.5378
PFA 22:5 (Docosapentaenoic) (gm),Vitamin E as alpha-tocopherol (mg),0.2629
Folic acid (mcg),Vitamin E as alpha-tocopherol (mg),0.1261
SFA 8:0 (Octanoic) (gm),Vitamin E as alpha-tocopherol (mg),0.2751
Segmented neutrophils percent (%),Vitamin E as alpha-tocopherol (mg),0.0479
Basophils number (1000 cells/uL),Vitamin E as alpha-tocopherol (mg),-0.0185
Lutein + zeaxanthin (mcg),Vitamin E as alpha-tocopherol (mg),0.4217
Glycohemoglobin (%),Vitamin E as alpha-tocopherol (mg),-0.0158
"Albumin, urine (mg/L)",Added vitamin B12 (mcg),0.004
Lymphocyte percent (%),Added vitamin B12 (mcg),-0.084
Mean cell hemoglobin (pg),Added vitamin B12 (mcg),7e-04
PFA 22:6 (Docosahexaenoic) (gm),Added vitamin B12 (mcg),-0.0458
Carbohydrate (gm),Added vitamin B12 (mcg),0.1086
SFA 18:0 (Octadecanoic) (gm),Added vitamin B12 (mcg),0.013
Basophils percent (%),Added vitamin B12 (mcg),-0.0812
"Folate, DFE (mcg)",Added vitamin B12 (mcg),0.3223
Hematocrit (%),Added vitamin B12 (mcg),0.0013
Calcium (mg),Added vitamin B12 (mcg),0.2165
"Iron, refrigerated serum  (umol/L)",Added vitamin B12 (mcg),-0.0089
Total saturated fatty acids (gm),Added vitamin B12 (mcg),0.022
Bicarbonate (mmol/L),Added vitamin B12 (mcg),0.0118
Folic acid (mcg),Added vitamin B12 (mcg),0.1824
Total fat (gm),Added vitamin B12 (mcg),-0.0087
Zinc (mg),Added vitamin B12 (mcg),0.1975
Lactate dehydrogenase (U/L),Added vitamin B12 (mcg),0.1007
Thiamin (Vitamin B1) (mg),Added vitamin B12 (mcg),0.3477
MFA 22:1 (Docosenoic) (gm),Added vitamin B12 (mcg),-0.0296
Gamma glutamyl transferase (U/L),Added vitamin B12 (mcg),0.0323
Red blood cell count (million cells/uL),Added vitamin B12 (mcg),0.0167
Dietary fiber (gm),Added vitamin B12 (mcg),0.1422
PFA 20:4 (Eicosatetraenoic) (gm),Added vitamin B12 (mcg),-0.0238
Eosinophils number (1000 cells/uL),Added vitamin B12 (mcg),-0.0616
Energy (kcal),Added vitamin B12 (mcg),0.0499
Selenium (mcg),Added vitamin B12 (mcg),0.0174
Total bilirubin (umol/L),Added vitamin B12 (mcg),0.0224
Uric acid (umol/L),Added vitamin B12 (mcg),-0.0318
Eosinophils percent (%),Added vitamin B12 (mcg),-0.064
SFA 10:0 (Decanoic) (gm),Added vitamin B12 (mcg),0.0826
Sodium (mmol/L),Added vitamin B12 (mcg),-0.0444
PFA 22:5 (Docosapentaenoic) (gm),Added vitamin B12 (mcg),0.0106
Osmolality (mmol/Kg),Added vitamin B12 (mcg),-0.0372
MFA 20:1 (Eicosenoic) (gm),Added vitamin B12 (mcg),-0.001
Hemoglobin (g/dL),Added vitamin B12 (mcg),0.0155
Total protein (g/L),Added vitamin B12 (mcg),0.037
Segmented neutrophils num (1000 cell/uL),Added vitamin B12 (mcg),0.0724
Beta-cryptoxanthin (mcg),Added vitamin B12 (mcg),0.0545
Riboflavin (Vitamin B2) (mg),Added vitamin B12 (mcg),0.3526
Vitamin C (mg),Added vitamin B12 (mcg),0.1265
Red cell distribution width (%),Added vitamin B12 (mcg),0.0087
Total folate (mcg),Added vitamin B12 (mcg),0.2883
Iron (mg),Added vitamin B12 (mcg),0.3836
Cholesterol (mg),Added vitamin B12 (mcg),0.0348
Aspartate aminotransferase AST (U/L),Added vitamin B12 (mcg),0.0605
Monocyte number (1000 cells/uL),Added vitamin B12 (mcg),0.0302
MFA 16:1 (Hexadecenoic) (gm),Added vitamin B12 (mcg),0.0115
Moisture (gm),Added vitamin B12 (mcg),0.0886
PFA 18:2 (Octadecadienoic) (gm),Added vitamin B12 (mcg),-0.0291
Total monounsaturated fatty acids (gm),Added vitamin B12 (mcg),-0.0058
SFA 6:0 (Hexanoic) (gm),Added vitamin B12 (mcg),0.0956
Total calcium (mmol/L),Added vitamin B12 (mcg),-0.0238
MFA 18:1 (Octadecenoic) (gm),Added vitamin B12 (mcg),-0.0076
SFA 12:0 (Dodecanoic) (gm),Added vitamin B12 (mcg),0.0742
Glycohemoglobin (%),Added vitamin B12 (mcg),0.0198
Creatinine (umol/L),Added vitamin B12 (mcg),-0.0044
Lutein + zeaxanthin (mcg),Added vitamin B12 (mcg),0.1239
SFA 8:0 (Octanoic) (gm),Added vitamin B12 (mcg),0.0814
Globulin (g/L),Added vitamin B12 (mcg),-0.0099
PFA 18:4 (Octadecatetraenoic) (gm),Added vitamin B12 (mcg),-0.0493
Basophils number (1000 cells/uL),Added vitamin B12 (mcg),-0.0599
Lymphocyte number (1000 cells/uL),Added vitamin B12 (mcg),-0.0343
Cholesterol (mmol/L),Added vitamin B12 (mcg),0.0381
Alanine aminotransferase ALT (U/L),Added vitamin B12 (mcg),0.0762
Monocyte percent (%),Added vitamin B12 (mcg),-0.0313
"Triglycerides, refrigerated  (mmol/L)",Added vitamin B12 (mcg),0.0508
Potassium (mmol/L),Added vitamin B12 (mcg),-0.1225
Mean cell volume (fL),Added vitamin B12 (mcg),-0.0235
Retinol (mcg),Added vitamin B12 (mcg),0.1466
"Glucose, refrigerated serum (mmol/L)",Added vitamin B12 (mcg),0.0301
"Vitamin A, RAE (mcg)",Added vitamin B12 (mcg),0.2985
Sodium (mg),Added vitamin B12 (mcg),0.0524
Mean platelet volume (fL),Added vitamin B12 (mcg),0.0039
Theobromine (mg),Added vitamin B12 (mcg),0.0763
Platelet count (1000 cells/uL),Added vitamin B12 (mcg),0.0014
Chloride (mmol/L),Added vitamin B12 (mcg),-0.1108
Beta-carotene (mcg),Added vitamin B12 (mcg),0.0587
Potassium (mg),Added vitamin B12 (mcg),0.0941
PFA 18:3 (Octadecatrienoic) (gm),Added vitamin B12 (mcg),-0.0539
Vitamin B12 (mcg),Added vitamin B12 (mcg),0.2882
Copper (mg),Added vitamin B12 (mcg),0.0973
Niacin (mg),Added vitamin B12 (mcg),0.3217
Lycopene (mcg),Added vitamin B12 (mcg),0.035
Total sugars (gm),Added vitamin B12 (mcg),0.1206
Phosphorus (mg),Added vitamin B12 (mcg),0.1384
Blood urea nitrogen (mmol/L),Added vitamin B12 (mcg),0.0049
Protein (gm),Added vitamin B12 (mcg),0.0504
PFA 20:5 (Eicosapentaenoic) (gm),Added vitamin B12 (mcg),0.0682
"Cotinine, Serum (ng/mL)",Added vitamin B12 (mcg),-0.1172
Vitamin B6 (mg),Added vitamin B12 (mcg),0.4285
Caffeine (mg),Added vitamin B12 (mcg),0.0375
White blood cell count (1000 cells/uL),Added vitamin B12 (mcg),0.0492
Vitamin K (mcg),Added vitamin B12 (mcg),-0.0142
Phosphorus (mmol/L),Added vitamin B12 (mcg),-0.0185
Segmented neutrophils percent (%),Added vitamin B12 (mcg),0.0914
SFA 14:0 (Tetradecanoic) (gm),Added vitamin B12 (mcg),0.0696
Alkaline phosphatase (IU/L),Added vitamin B12 (mcg),0.0497
Total polyunsaturated fatty acids (gm),Added vitamin B12 (mcg),-0.0332
SFA 16:0 (Hexadecanoic) (gm),Added vitamin B12 (mcg),0.0089
Food folate (mcg),Added vitamin B12 (mcg),0.0285
SFA 4:0 (Butanoic) (gm),Added vitamin B12 (mcg),0.1078
Magnesium (mg),Added vitamin B12 (mcg),0.1372
Albumin (g/L),Added vitamin B12 (mcg),0.0564
Lutein + zeaxanthin (mcg),Beta-carotene (mcg),0.5396
Vitamin B6 (mg),Beta-carotene (mcg),0.2693
Moisture (gm),Beta-carotene (mcg),0.2583
Alkaline phosphatase (IU/L),Beta-carotene (mcg),0.0226
PFA 18:3 (Octadecatrienoic) (gm),Beta-carotene (mcg),0.2414
"Iron, refrigerated serum  (umol/L)",Beta-carotene (mcg),0.035
Total sugars (gm),Beta-carotene (mcg),0.0503
Total saturated fatty acids (gm),Beta-carotene (mcg),0.2113
SFA 16:0 (Hexadecanoic) (gm),Beta-carotene (mcg),0.2116
Iron (mg),Beta-carotene (mcg),0.2277
MFA 16:1 (Hexadecenoic) (gm),Beta-carotene (mcg),0.1695
Total monounsaturated fatty acids (gm),Beta-carotene (mcg),0.1701
Monocyte number (1000 cells/uL),Beta-carotene (mcg),-0.0025
Eosinophils percent (%),Beta-carotene (mcg),0.0195
Platelet count (1000 cells/uL),Beta-carotene (mcg),-0.0899
Food folate (mcg),Beta-carotene (mcg),0.4397
Niacin (mg),Beta-carotene (mcg),0.1823
MFA 18:1 (Octadecenoic) (gm),Beta-carotene (mcg),0.163
Total calcium (mmol/L),Beta-carotene (mcg),0.1009
PFA 18:2 (Octadecadienoic) (gm),Beta-carotene (mcg),0.1963
Hemoglobin (g/dL),Beta-carotene (mcg),0.0269
"Vitamin A, RAE (mcg)",Beta-carotene (mcg),0.6388
Dietary fiber (gm),Beta-carotene (mcg),0.42
SFA 8:0 (Octanoic) (gm),Beta-carotene (mcg),0.1771
Total folate (mcg),Beta-carotene (mcg),0.3311
Energy (kcal),Beta-carotene (mcg),0.1758
Basophils number (1000 cells/uL),Beta-carotene (mcg),-0.0037
Mean cell hemoglobin (pg),Beta-carotene (mcg),-0.0283
White blood cell count (1000 cells/uL),Beta-carotene (mcg),-0.0042
Vitamin C (mg),Beta-carotene (mcg),0.4212
Riboflavin (Vitamin B2) (mg),Beta-carotene (mcg),0.2814
Mean platelet volume (fL),Beta-carotene (mcg),-0.0285
Globulin (g/L),Beta-carotene (mcg),-0.0493
Gamma glutamyl transferase (U/L),Beta-carotene (mcg),0.0892
"Cotinine, Serum (ng/mL)",Beta-carotene (mcg),-0.1278
Alanine aminotransferase ALT (U/L),Beta-carotene (mcg),0.1112
Caffeine (mg),Beta-carotene (mcg),-0.0441
PFA 22:6 (Docosahexaenoic) (gm),Beta-carotene (mcg),0.1077
Lymphocyte number (1000 cells/uL),Beta-carotene (mcg),0.0061
Phosphorus (mmol/L),Beta-carotene (mcg),0.0587
Basophils percent (%),Beta-carotene (mcg),0.0599
Zinc (mg),Beta-carotene (mcg),0.2733
Total bilirubin (umol/L),Beta-carotene (mcg),-0.0238
PFA 20:5 (Eicosapentaenoic) (gm),Beta-carotene (mcg),0.1197
Copper (mg),Beta-carotene (mcg),0.3464
"Albumin, urine (mg/L)",Beta-carotene (mcg),-0.054
Total fat (gm),Beta-carotene (mcg),0.1985
Beta-cryptoxanthin (mcg),Beta-carotene (mcg),0.2401
Folic acid (mcg),Beta-carotene (mcg),0.0194
Creatinine (umol/L),Beta-carotene (mcg),0.0145
"Glucose, refrigerated serum (mmol/L)",Beta-carotene (mcg),-0.0381
Bicarbonate (mmol/L),Beta-carotene (mcg),0.1048
SFA 6:0 (Hexanoic) (gm),Beta-carotene (mcg),0.2346
SFA 18:0 (Octadecanoic) (gm),Beta-carotene (mcg),0.1771
Eosinophils number (1000 cells/uL),Beta-carotene (mcg),0.0472
Sodium (mg),Beta-carotene (mcg),0.2953
Red blood cell count (million cells/uL),Beta-carotene (mcg),0.052
SFA 14:0 (Tetradecanoic) (gm),Beta-carotene (mcg),0.2435
Potassium (mg),Beta-carotene (mcg),0.3699
Chloride (mmol/L),Beta-carotene (mcg),-0.1172
PFA 22:5 (Docosapentaenoic) (gm),Beta-carotene (mcg),0.1468
"Folate, DFE (mcg)",Beta-carotene (mcg),0.2894
Phosphorus (mg),Beta-carotene (mcg),0.2636
Carbohydrate (gm),Beta-carotene (mcg),0.1385
Glycohemoglobin (%),Beta-carotene (mcg),0.0375
Magnesium (mg),Beta-carotene (mcg),0.3495
Thiamin (Vitamin B1) (mg),Beta-carotene (mcg),0.2303
PFA 18:4 (Octadecatetraenoic) (gm),Beta-carotene (mcg),0.008
Albumin (g/L),Beta-carotene (mcg),0.1129
Hematocrit (%),Beta-carotene (mcg),0.0404
Protein (gm),Beta-carotene (mcg),0.233
Vitamin B12 (mcg),Beta-carotene (mcg),0.2098
Total protein (g/L),Beta-carotene (mcg),0.0307
MFA 22:1 (Docosenoic) (gm),Beta-carotene (mcg),0.0485
Vitamin K (mcg),Beta-carotene (mcg),0.5489
Segmented neutrophils num (1000 cell/uL),Beta-carotene (mcg),0.0025
Aspartate aminotransferase AST (U/L),Beta-carotene (mcg),0.1532
Red cell distribution width (%),Beta-carotene (mcg),0.0856
Uric acid (umol/L),Beta-carotene (mcg),-0.0031
Cholesterol (mmol/L),Beta-carotene (mcg),0.0779
Lactate dehydrogenase (U/L),Beta-carotene (mcg),0.0631
Calcium (mg),Beta-carotene (mcg),0.3113
Blood urea nitrogen (mmol/L),Beta-carotene (mcg),0.0929
PFA 20:4 (Eicosatetraenoic) (gm),Beta-carotene (mcg),0.1466
Selenium (mcg),Beta-carotene (mcg),0.202
Osmolality (mmol/Kg),Beta-carotene (mcg),0.0083
Lymphocyte percent (%),Beta-carotene (mcg),0.0117
Monocyte percent (%),Beta-carotene (mcg),0.0024
Segmented neutrophils percent (%),Beta-carotene (mcg),0.0101
SFA 12:0 (Dodecanoic) (gm),Beta-carotene (mcg),0.1642
Total polyunsaturated fatty acids (gm),Beta-carotene (mcg),0.2038
SFA 10:0 (Decanoic) (gm),Beta-carotene (mcg),0.2529
Retinol (mcg),Beta-carotene (mcg),0.2383
Cholesterol (mg),Beta-carotene (mcg),0.1532
"Triglycerides, refrigerated  (mmol/L)",Beta-carotene (mcg),0.0585
Mean cell volume (fL),Beta-carotene (mcg),-0.021
Lycopene (mcg),Beta-carotene (mcg),0.3549
Potassium (mmol/L),Beta-carotene (mcg),0.0797
MFA 20:1 (Eicosenoic) (gm),Beta-carotene (mcg),0.1253
Sodium (mmol/L),Beta-carotene (mcg),-0.0183
SFA 4:0 (Butanoic) (gm),Beta-carotene (mcg),0.2193
Theobromine (mg),Beta-carotene (mcg),0.0516
Red cell distribution width (%),Caffeine (mg),-0.043
Osmolality (mmol/Kg),Caffeine (mg),-0.0501
Total protein (g/L),Caffeine (mg),-0.0692
MFA 18:1 (Octadecenoic) (gm),Caffeine (mg),0.2224
Lymphocyte number (1000 cells/uL),Caffeine (mg),0.0372
SFA 4:0 (Butanoic) (gm),Caffeine (mg),0.0573
Mean platelet volume (fL),Caffeine (mg),0.0308
Folic acid (mcg),Caffeine (mg),-0.0197
"Albumin, urine (mg/L)",Caffeine (mg),0.0151
Carbohydrate (gm),Caffeine (mg),0.3398
Platelet count (1000 cells/uL),Caffeine (mg),0.066
SFA 18:0 (Octadecanoic) (gm),Caffeine (mg),0.222
Total bilirubin (umol/L),Caffeine (mg),0.0039
Hematocrit (%),Caffeine (mg),0.068
Eosinophils percent (%),Caffeine (mg),-0.0051
Lymphocyte percent (%),Caffeine (mg),-0.0269
"Iron, refrigerated serum  (umol/L)",Caffeine (mg),-0.0611
PFA 20:5 (Eicosapentaenoic) (gm),Caffeine (mg),0.0623
Mean cell hemoglobin (pg),Caffeine (mg),0.0195
Lactate dehydrogenase (U/L),Caffeine (mg),-0.0338
Potassium (mg),Caffeine (mg),0.1536
Calcium (mg),Caffeine (mg),0.1225
PFA 18:4 (Octadecatetraenoic) (gm),Caffeine (mg),0.1039
MFA 16:1 (Hexadecenoic) (gm),Caffeine (mg),0.1202
Vitamin B12 (mcg),Caffeine (mg),0.1407
Total sugars (gm),Caffeine (mg),0.404
Copper (mg),Caffeine (mg),0.187
PFA 20:4 (Eicosatetraenoic) (gm),Caffeine (mg),0.1193
SFA 8:0 (Octanoic) (gm),Caffeine (mg),0.1746
Cholesterol (mg),Caffeine (mg),0.1243
"Folate, DFE (mcg)",Caffeine (mg),0.0474
Glycohemoglobin (%),Caffeine (mg),-0.1272
Total monounsaturated fatty acids (gm),Caffeine (mg),0.2209
PFA 22:5 (Docosapentaenoic) (gm),Caffeine (mg),0.1053
Phosphorus (mg),Caffeine (mg),0.1762
SFA 10:0 (Decanoic) (gm),Caffeine (mg),0.1298
Gamma glutamyl transferase (U/L),Caffeine (mg),0.0238
"Vitamin A, RAE (mcg)",Caffeine (mg),0.0088
Basophils number (1000 cells/uL),Caffeine (mg),0.0895
Zinc (mg),Caffeine (mg),0.1316
Thiamin (Vitamin B1) (mg),Caffeine (mg),0.0971
Alkaline phosphatase (IU/L),Caffeine (mg),-0.0531
Total saturated fatty acids (gm),Caffeine (mg),0.2032
Albumin (g/L),Caffeine (mg),0.0343
MFA 22:1 (Docosenoic) (gm),Caffeine (mg),0.0851
Sodium (mg),Caffeine (mg),0.156
Retinol (mcg),Caffeine (mg),-0.0083
"Triglycerides, refrigerated  (mmol/L)",Caffeine (mg),-0.0295
Food folate (mcg),Caffeine (mg),0.091
Globulin (g/L),Caffeine (mg),-0.0906
PFA 18:3 (Octadecatrienoic) (gm),Caffeine (mg),0.1465
SFA 16:0 (Hexadecanoic) (gm),Caffeine (mg),0.1919
Beta-cryptoxanthin (mcg),Caffeine (mg),0.046
Red blood cell count (million cells/uL),Caffeine (mg),0.0578
Aspartate aminotransferase AST (U/L),Caffeine (mg),-0.0635
Segmented neutrophils percent (%),Caffeine (mg),0.0207
Basophils percent (%),Caffeine (mg),-9e-04
Phosphorus (mmol/L),Caffeine (mg),-0.0849
Lutein + zeaxanthin (mcg),Caffeine (mg),-0.0489
Energy (kcal),Caffeine (mg),0.2917
"Glucose, refrigerated serum (mmol/L)",Caffeine (mg),-0.0118
Magnesium (mg),Caffeine (mg),0.1506
Uric acid (umol/L),Caffeine (mg),0.0403
Chloride (mmol/L),Caffeine (mg),0.0818
Riboflavin (Vitamin B2) (mg),Caffeine (mg),0.1443
SFA 12:0 (Dodecanoic) (gm),Caffeine (mg),0.1651
Eosinophils number (1000 cells/uL),Caffeine (mg),0.0486
Niacin (mg),Caffeine (mg),0.1398
Vitamin C (mg),Caffeine (mg),-0.0572
Bicarbonate (mmol/L),Caffeine (mg),-0.0315
Dietary fiber (gm),Caffeine (mg),0.094
Iron (mg),Caffeine (mg),0.1313
Theobromine (mg),Caffeine (mg),0.5591
White blood cell count (1000 cells/uL),Caffeine (mg),0.0628
Total polyunsaturated fatty acids (gm),Caffeine (mg),0.1845
Sodium (mmol/L),Caffeine (mg),-0.0168
"Cotinine, Serum (ng/mL)",Caffeine (mg),0.1351
Monocyte number (1000 cells/uL),Caffeine (mg),0.0442
Alanine aminotransferase ALT (U/L),Caffeine (mg),7e-04
Mean cell volume (fL),Caffeine (mg),0.0133
Vitamin K (mcg),Caffeine (mg),0.0754
Potassium (mmol/L),Caffeine (mg),-0.0849
Vitamin B6 (mg),Caffeine (mg),0.0736
Creatinine (umol/L),Caffeine (mg),0.055
Blood urea nitrogen (mmol/L),Caffeine (mg),-0.0958
SFA 14:0 (Tetradecanoic) (gm),Caffeine (mg),0.1291
PFA 18:2 (Octadecadienoic) (gm),Caffeine (mg),0.186
Total calcium (mmol/L),Caffeine (mg),-0.068
Protein (gm),Caffeine (mg),0.1378
Lycopene (mcg),Caffeine (mg),0.0784
Monocyte percent (%),Caffeine (mg),-0.0169
Hemoglobin (g/dL),Caffeine (mg),0.0675
Moisture (gm),Caffeine (mg),0.0899
SFA 6:0 (Hexanoic) (gm),Caffeine (mg),0.0862
PFA 22:6 (Docosahexaenoic) (gm),Caffeine (mg),0.0604
Segmented neutrophils num (1000 cell/uL),Caffeine (mg),0.0507
Selenium (mcg),Caffeine (mg),0.1063
Cholesterol (mmol/L),Caffeine (mg),-0.0562
Total fat (gm),Caffeine (mg),0.2295
Total folate (mcg),Caffeine (mg),0.0536
MFA 20:1 (Eicosenoic) (gm),Caffeine (mg),0.1403
"Glucose, refrigerated serum (mmol/L)",Calcium (mg),0.0526
"Iron, refrigerated serum  (umol/L)",Calcium (mg),0.0318
Selenium (mcg),Calcium (mg),0.5922
Sodium (mmol/L),Calcium (mg),0.0273
Total calcium (mmol/L),Calcium (mg),0.0315
Dietary fiber (gm),Calcium (mg),0.5394
Riboflavin (Vitamin B2) (mg),Calcium (mg),0.7833
PFA 22:6 (Docosahexaenoic) (gm),Calcium (mg),0.1679
"Vitamin A, RAE (mcg)",Calcium (mg),0.5578
SFA 14:0 (Tetradecanoic) (gm),Calcium (mg),0.7189
Segmented neutrophils num (1000 cell/uL),Calcium (mg),0.0282
Theobromine (mg),Calcium (mg),0.1959
"Folate, DFE (mcg)",Calcium (mg),0.635
Copper (mg),Calcium (mg),0.5825
MFA 18:1 (Octadecenoic) (gm),Calcium (mg),0.5372
Gamma glutamyl transferase (U/L),Calcium (mg),0.0654
Beta-cryptoxanthin (mcg),Calcium (mg),0.2484
Segmented neutrophils percent (%),Calcium (mg),0.0158
Potassium (mmol/L),Calcium (mg),0.0519
Protein (gm),Calcium (mg),0.6484
Folic acid (mcg),Calcium (mg),0.2654
Monocyte number (1000 cells/uL),Calcium (mg),0.0164
Moisture (gm),Calcium (mg),0.4089
Total protein (g/L),Calcium (mg),-0.0527
Magnesium (mg),Calcium (mg),0.6937
Total saturated fatty acids (gm),Calcium (mg),0.7004
Sodium (mg),Calcium (mg),0.6058
Red blood cell count (million cells/uL),Calcium (mg),0.1322
Niacin (mg),Calcium (mg),0.4612
PFA 18:3 (Octadecatrienoic) (gm),Calcium (mg),0.4098
Chloride (mmol/L),Calcium (mg),-0.1598
Total folate (mcg),Calcium (mg),0.6559
Vitamin C (mg),Calcium (mg),0.2342
SFA 6:0 (Hexanoic) (gm),Calcium (mg),0.5235
SFA 16:0 (Hexadecanoic) (gm),Calcium (mg),0.6699
Alanine aminotransferase ALT (U/L),Calcium (mg),0.1548
"Triglycerides, refrigerated  (mmol/L)",Calcium (mg),0.0776
Lutein + zeaxanthin (mcg),Calcium (mg),0.2969
Aspartate aminotransferase AST (U/L),Calcium (mg),0.162
Cholesterol (mmol/L),Calcium (mg),0.0098
Alkaline phosphatase (IU/L),Calcium (mg),0.1253
"Cotinine, Serum (ng/mL)",Calcium (mg),-0.0308
"Albumin, urine (mg/L)",Calcium (mg),-0.065
PFA 18:2 (Octadecadienoic) (gm),Calcium (mg),0.3669
Thiamin (Vitamin B1) (mg),Calcium (mg),0.6624
Osmolality (mmol/Kg),Calcium (mg),0.1084
Eosinophils percent (%),Calcium (mg),0.0685
Total fat (gm),Calcium (mg),0.6048
SFA 12:0 (Dodecanoic) (gm),Calcium (mg),0.5622
Lactate dehydrogenase (U/L),Calcium (mg),0.0633
Lymphocyte percent (%),Calcium (mg),-0.0127
SFA 18:0 (Octadecanoic) (gm),Calcium (mg),0.6218
Vitamin B12 (mcg),Calcium (mg),0.4759
SFA 8:0 (Octanoic) (gm),Calcium (mg),0.5143
Total monounsaturated fatty acids (gm),Calcium (mg),0.5571
SFA 4:0 (Butanoic) (gm),Calcium (mg),0.4636
Lycopene (mcg),Calcium (mg),0.2159
Retinol (mcg),Calcium (mg),0.3859
MFA 22:1 (Docosenoic) (gm),Calcium (mg),0.1066
PFA 20:5 (Eicosapentaenoic) (gm),Calcium (mg),0.3041
Carbohydrate (gm),Calcium (mg),0.5392
Phosphorus (mmol/L),Calcium (mg),0.0685
Uric acid (umol/L),Calcium (mg),-0.0298
Vitamin B6 (mg),Calcium (mg),0.4774
Glycohemoglobin (%),Calcium (mg),-0.0444
Cholesterol (mg),Calcium (mg),0.3639
PFA 18:4 (Octadecatetraenoic) (gm),Calcium (mg),0.1965
Mean cell volume (fL),Calcium (mg),0.0336
Basophils number (1000 cells/uL),Calcium (mg),-0.0289
Eosinophils number (1000 cells/uL),Calcium (mg),0.0361
Globulin (g/L),Calcium (mg),-0.1389
Vitamin K (mcg),Calcium (mg),0.2997
White blood cell count (1000 cells/uL),Calcium (mg),0.0311
MFA 20:1 (Eicosenoic) (gm),Calcium (mg),0.3119
Total sugars (gm),Calcium (mg),0.4034
Red cell distribution width (%),Calcium (mg),-0.0477
Basophils percent (%),Calcium (mg),0.0028
Zinc (mg),Calcium (mg),0.7281
Energy (kcal),Calcium (mg),0.6296
PFA 20:4 (Eicosatetraenoic) (gm),Calcium (mg),0.2362
Total polyunsaturated fatty acids (gm),Calcium (mg),0.378
Phosphorus (mg),Calcium (mg),0.802
PFA 22:5 (Docosapentaenoic) (gm),Calcium (mg),0.2539
Mean platelet volume (fL),Calcium (mg),-0.1186
Bicarbonate (mmol/L),Calcium (mg),0.2394
SFA 10:0 (Decanoic) (gm),Calcium (mg),0.5859
Monocyte percent (%),Calcium (mg),-0.041
Mean cell hemoglobin (pg),Calcium (mg),0.0692
Albumin (g/L),Calcium (mg),0.1005
Platelet count (1000 cells/uL),Calcium (mg),-0.0923
Food folate (mcg),Calcium (mg),0.6127
Creatinine (umol/L),Calcium (mg),0.1118
Hematocrit (%),Calcium (mg),0.1587
Hemoglobin (g/dL),Calcium (mg),0.1729
MFA 16:1 (Hexadecenoic) (gm),Calcium (mg),0.5416
Total bilirubin (umol/L),Calcium (mg),-0.0366
Potassium (mg),Calcium (mg),0.6748
Blood urea nitrogen (mmol/L),Calcium (mg),0.2448
Lymphocyte number (1000 cells/uL),Calcium (mg),0.0206
Iron (mg),Calcium (mg),0.6377
Moisture (gm),Carbohydrate (gm),0.4314
Sodium (mmol/L),Carbohydrate (gm),0.0341
Protein (gm),Carbohydrate (gm),0.5608
Dietary fiber (gm),Carbohydrate (gm),0.6174
Vitamin B12 (mcg),Carbohydrate (gm),0.2645
Magnesium (mg),Carbohydrate (gm),0.6679
Glycohemoglobin (%),Carbohydrate (gm),-0.0649
Monocyte percent (%),Carbohydrate (gm),0.0676
MFA 20:1 (Eicosenoic) (gm),Carbohydrate (gm),0.4166
Zinc (mg),Carbohydrate (gm),0.5545
Phosphorus (mmol/L),Carbohydrate (gm),-0.0423
