var_from,var_to,corr
Beta-cryptoxanthin (mcg),Vitamin E as alpha-tocopherol (mg),0.2396
Retinol (mcg),Vitamin E as alpha-tocopherol (mg),0.3238
Riboflavin (Vitamin B2) (mg),Vitamin E as alpha-tocopherol (mg),0.4628
Osmolality (mmol/Kg),Vitamin E as alpha-tocopherol (mg),0.025
Total polyunsaturated fatty acids (gm),Vitamin E as alpha-tocopherol (mg),0.8744
Magnesium (mg),Vitamin E as alpha-tocopherol (mg),0.6072
Basophils percent (%),Vitamin E as alpha-tocopherol (mg),-0.0373
Red blood cell count (million cells/uL),Vitamin E as alpha-tocopherol (mg),-0.0014
PFA 18:3 (Octadecatrienoic) (gm),Vitamin E as alpha-tocopherol (mg),0.7869
Lymphocyte percent (%),Vitamin E as alpha-tocopherol (mg),-0.03
SFA 12:0 (Dodecanoic) (gm),Vitamin E as alpha-tocopherol (mg),0.3868
Aspartate aminotransferase AST (U/L),Vitamin E as alpha-tocopherol (mg),0.0526
Globulin (g/L),Vitamin E as alpha-tocopherol (mg),-0.0582
PFA 22:6 (Docosahexaenoic) (gm),Vitamin E as alpha-tocopherol (mg),0.1958
Selenium (mcg),Vitamin E as alpha-tocopherol (mg),0.5317
PFA 22:5 (Docosapentaenoic) (gm),Vitamin E as alpha-tocopherol (mg),0.0816
Folic acid (mcg),Vitamin E as alpha-tocopherol (mg),0.2709
SFA 8:0 (Octanoic) (gm),Vitamin E as alpha-tocopherol (mg),0.2726
Segmented neutrophils percent (%),Vitamin E as alpha-tocopherol (mg),0.036
Basophils number,Vitamin E as alpha-tocopherol (mg),-0.0093
Lutein + zeaxanthin (mcg),Vitamin E as alpha-tocopherol (mg),0.5864
Glycohemoglobin (%),Vitamin E as alpha-tocopherol (mg),-0.0924
"Albumin, urine (mg/L) SI",Added vitamin B12 (mcg),0.0202
Lymphocyte percent (%),Added vitamin B12 (mcg),-0.0491
Mean cell hemoglobin (pg),Added vitamin B12 (mcg),0.0678
PFA 22:6 (Docosahexaenoic) (gm),Added vitamin B12 (mcg),0.0072
Carbohydrate (gm),Added vitamin B12 (mcg),0.1736
SFA 18:0 (Octadecanoic) (gm),Added vitamin B12 (mcg),0.0483
Basophils percent (%),Added vitamin B12 (mcg),0.0104
"Folate, DFE (mcg)",Added vitamin B12 (mcg),0.4197
Hematocrit (%),Added vitamin B12 (mcg),0.0598
Calcium (mg),Added vitamin B12 (mcg),0.252
"Iron, refigerated (umol/L)",Added vitamin B12 (mcg),0.0673
Total saturated fatty acids (gm),Added vitamin B12 (mcg),0.0745
Bicarbonate (mmol/L),Added vitamin B12 (mcg),-0.0114
Folic acid (mcg),Added vitamin B12 (mcg),0.1882
Total fat (gm),Added vitamin B12 (mcg),0.0453
Zinc (mg),Added vitamin B12 (mcg),0.2864
Lactate dehydrogenase LDH (U/L),Added vitamin B12 (mcg),0.0552
Thiamin (Vitamin B1) (mg),Added vitamin B12 (mcg),0.3596
MFA 22:1 (Docosenoic) (gm),Added vitamin B12 (mcg),0.0121
Gamma glutamyl transferase (U/L),Added vitamin B12 (mcg),-0.0271
Red blood cell count (million cells/uL),Added vitamin B12 (mcg),0.0298
Dietary fiber (gm),Added vitamin B12 (mcg),0.1289
PFA 20:4 (Eicosatetraenoic) (gm),Added vitamin B12 (mcg),-0.0344
Eosinophils number,Added vitamin B12 (mcg),-7e-04
Energy (kcal),Added vitamin B12 (mcg),0.1154
Selenium (mcg),Added vitamin B12 (mcg),0.0754
"Bilirubin, total (umol/L)",Added vitamin B12 (mcg),0.0572
Uric acid (umol/L),Added vitamin B12 (mcg),0.012
Eosinophils percent (%),Added vitamin B12 (mcg),-0.0023
SFA 10:0 (Decanoic) (gm),Added vitamin B12 (mcg),0.1384
Sodium (mmol/L),Added vitamin B12 (mcg),0.0045
PFA 22:5 (Docosapentaenoic) (gm),Added vitamin B12 (mcg),0.0224
Osmolality (mmol/Kg),Added vitamin B12 (mcg),0.0505
MFA 20:1 (Eicosenoic) (gm),Added vitamin B12 (mcg),0.0659
Hemoglobin (g/dL),Added vitamin B12 (mcg),0.0726
Total protein (g/L),Added vitamin B12 (mcg),0.0755
Segmented neutrophils number,Added vitamin B12 (mcg),0.0212
Beta-cryptoxanthin (mcg),Added vitamin B12 (mcg),0.0373
Riboflavin (Vitamin B2) (mg),Added vitamin B12 (mcg),0.3924
Vitamin C (mg),Added vitamin B12 (mcg),0.1315
Red cell distribution width (%),Added vitamin B12 (mcg),-0.0663
Total Folate (mcg),Added vitamin B12 (mcg),0.3881
Iron (mg),Added vitamin B12 (mcg),0.4219
Cholesterol (mg),Added vitamin B12 (mcg),0.0488
Aspartate aminotransferase AST (U/L),Added vitamin B12 (mcg),0.0919
Monocyte number,Added vitamin B12 (mcg),-0.0134
MFA 16:1 (Hexadecenoic) (gm),Added vitamin B12 (mcg),0.0275
Moisture (gm),Added vitamin B12 (mcg),0.076
PFA 18:2 (Octadecadienoic) (gm),Added vitamin B12 (mcg),0.0037
Total monounsaturated fatty acids (gm),Added vitamin B12 (mcg),0.0417
SFA 6:0 (Hexanoic) (gm),Added vitamin B12 (mcg),0.1405
Total calcium (mmol/L),Added vitamin B12 (mcg),0.0665
MFA 18:1 (Octadecenoic) (gm),Added vitamin B12 (mcg),0.0391
SFA 12:0 (Dodecanoic) (gm),Added vitamin B12 (mcg),0.1415
Glycohemoglobin (%),Added vitamin B12 (mcg),-0.0737
Creatinine (umol/L),Added vitamin B12 (mcg),-0.0286
Lutein + zeaxanthin (mcg),Added vitamin B12 (mcg),0.0562
SFA 8:0 (Octanoic) (gm),Added vitamin B12 (mcg),0.1603
Globulin (g/L),Added vitamin B12 (mcg),-0.0201
PFA 18:4 (Octadecatetraenoic) (gm),Added vitamin B12 (mcg),-0.0284
Basophils number,Added vitamin B12 (mcg),0.042
Lymphocyte number,Added vitamin B12 (mcg),-0.0503
Cholesterol (mmol/L),Added vitamin B12 (mcg),-0.0651
Alanine aminotransferase ALT (U/L),Added vitamin B12 (mcg),0.0562
Monocyte percent (%),Added vitamin B12 (mcg),0.0048
Triglycerides (mmol/L),Added vitamin B12 (mcg),0.0084
Potassium (mmol/L),Added vitamin B12 (mcg),0.0665
Mean cell volume (fL),Added vitamin B12 (mcg),0.0583
Retinol (mcg),Added vitamin B12 (mcg),0.2029
"Glucose, serum (mmol/L)",Added vitamin B12 (mcg),0.0443
"Vitamin A, RAE (mcg)",Added vitamin B12 (mcg),0.2669
Sodium (mg),Added vitamin B12 (mcg),0.0948
Mean platelet volume (fL),Added vitamin B12 (mcg),-0.0137
Theobromine (mg),Added vitamin B12 (mcg),0.0393
Platelet count SI (1000 cells/uL),Added vitamin B12 (mcg),-0.0046
Chloride (mmol/L),Added vitamin B12 (mcg),-0.0101
Beta-carotene (mcg),Added vitamin B12 (mcg),0.0318
Potassium (mg),Added vitamin B12 (mcg),0.1439
PFA 18:3 (Octadecatrienoic) (gm),Added vitamin B12 (mcg),0.0158
Vitamin B12 (mcg),Added vitamin B12 (mcg),0.3378
Copper (mg),Added vitamin B12 (mcg),0.1205
Niacin (mg),Added vitamin B12 (mcg),0.3258
Lycopene (mcg),Added vitamin B12 (mcg),-0.0335
Total sugars (gm),Added vitamin B12 (mcg),0.1736
Phosphorus (mg),Added vitamin B12 (mcg),0.1782
Blood urea nitrogen (mmol/L),Added vitamin B12 (mcg),0.1111
Protein (gm),Added vitamin B12 (mcg),0.1004
PFA 20:5 (Eicosapentaenoic) (gm),Added vitamin B12 (mcg),0.0102
Cotinine (ng/mL),Added vitamin B12 (mcg),-0.1499
Vitamin B6 (mg),Added vitamin B12 (mcg),0.4443
Caffeine (mg),Added vitamin B12 (mcg),-0.038
White blood cell count (1000 cells/uL),Added vitamin B12 (mcg),-0.0015
Vitamin K (mcg),Added vitamin B12 (mcg),0.0046
Phosphorus (mmol/L),Added vitamin B12 (mcg),0.0072
Segmented neutrophils percent (%),Added vitamin B12 (mcg),0.0529
SFA 14:0 (Tetradecanoic) (gm),Added vitamin B12 (mcg),0.1211
Alkaline phosphotase (U/L),Added vitamin B12 (mcg),0.0659
Total polyunsaturated fatty acids (gm),Added vitamin B12 (mcg),0.0046
SFA 16:0 (Hexadecanoic) (gm),Added vitamin B12 (mcg),0.0629
Food folate (mcg),Added vitamin B12 (mcg),0.1229
SFA 4:0 (Butanoic) (gm),Added vitamin B12 (mcg),0.1555
Magnesium (mg),Added vitamin B12 (mcg),0.1962
Albumin (g/L),Added vitamin B12 (mcg),0.1276
Lutein + zeaxanthin (mcg),Beta-carotene (mcg),0.6842
Vitamin B6 (mg),Beta-carotene (mcg),0.3531
Moisture (gm),Beta-carotene (mcg),0.3034
Alkaline phosphotase (U/L),Beta-carotene (mcg),-0.0396
PFA 18:3 (Octadecatrienoic) (gm),Beta-carotene (mcg),0.5209
"Iron, refigerated (umol/L)",Beta-carotene (mcg),-0.019
Total sugars (gm),Beta-carotene (mcg),0.2623
Total saturated fatty acids (gm),Beta-carotene (mcg),0.4794
SFA 16:0 (Hexadecanoic) (gm),Beta-carotene (mcg),0.4837
Iron (mg),Beta-carotene (mcg),0.3838
MFA 16:1 (Hexadecenoic) (gm),Beta-carotene (mcg),0.3395
Total monounsaturated fatty acids (gm),Beta-carotene (mcg),0.4607
Monocyte number,Beta-carotene (mcg),0.0342
Eosinophils percent (%),Beta-carotene (mcg),0.0356
Platelet count SI (1000 cells/uL),Beta-carotene (mcg),-0.0091
Food folate (mcg),Beta-carotene (mcg),0.4718
Niacin (mg),Beta-carotene (mcg),0.3261
MFA 18:1 (Octadecenoic) (gm),Beta-carotene (mcg),0.4601
Total calcium (mmol/L),Beta-carotene (mcg),0.0379
PFA 18:2 (Octadecadienoic) (gm),Beta-carotene (mcg),0.4529
Hemoglobin (g/dL),Beta-carotene (mcg),0.0073
"Vitamin A, RAE (mcg)",Beta-carotene (mcg),0.6097
Dietary fiber (gm),Beta-carotene (mcg),0.6206
SFA 8:0 (Octanoic) (gm),Beta-carotene (mcg),0.2843
Total Folate (mcg),Beta-carotene (mcg),0.4014
Energy (kcal),Beta-carotene (mcg),0.3741
Basophils number,Beta-carotene (mcg),0.0088
Mean cell hemoglobin (pg),Beta-carotene (mcg),0.073
White blood cell count (1000 cells/uL),Beta-carotene (mcg),0.0575
Vitamin C (mg),Beta-carotene (mcg),0.4538
Riboflavin (Vitamin B2) (mg),Beta-carotene (mcg),0.3464
Mean platelet volume (fL),Beta-carotene (mcg),-0.022
Globulin (g/L),Beta-carotene (mcg),-0.0449
Gamma glutamyl transferase (U/L),Beta-carotene (mcg),-0.0195
Cotinine (ng/mL),Beta-carotene (mcg),-0.1483
Alanine aminotransferase ALT (U/L),Beta-carotene (mcg),0.0053
Caffeine (mg),Beta-carotene (mcg),0.0472
PFA 22:6 (Docosahexaenoic) (gm),Beta-carotene (mcg),0.1857
Lymphocyte number,Beta-carotene (mcg),0.0313
Phosphorus (mmol/L),Beta-carotene (mcg),0.0064
Basophils percent (%),Beta-carotene (mcg),0.0123
Zinc (mg),Beta-carotene (mcg),0.3978
"Bilirubin, total (umol/L)",Beta-carotene (mcg),0.007
PFA 20:5 (Eicosapentaenoic) (gm),Beta-carotene (mcg),0.1337
Copper (mg),Beta-carotene (mcg),0.4673
"Albumin, urine (mg/L) SI",Beta-carotene (mcg),-0.0775
Total fat (gm),Beta-carotene (mcg),0.4847
Beta-cryptoxanthin (mcg),Beta-carotene (mcg),0.3831
Folic acid (mcg),Beta-carotene (mcg),0.3544
Creatinine (umol/L),Beta-carotene (mcg),-0.013
"Glucose, serum (mmol/L)",Beta-carotene (mcg),-0.0324
Bicarbonate (mmol/L),Beta-carotene (mcg),-0.0088
SFA 6:0 (Hexanoic) (gm),Beta-carotene (mcg),0.3105
SFA 18:0 (Octadecanoic) (gm),Beta-carotene (mcg),0.4622
Eosinophils number,Beta-carotene (mcg),0.0268
Sodium (mg),Beta-carotene (mcg),0.4309
Red blood cell count (million cells/uL),Beta-carotene (mcg),-0.044
SFA 14:0 (Tetradecanoic) (gm),Beta-carotene (mcg),0.4255
Potassium (mg),Beta-carotene (mcg),0.4486
Chloride (mmol/L),Beta-carotene (mcg),-0.0131
PFA 22:5 (Docosapentaenoic) (gm),Beta-carotene (mcg),0.089
"Folate, DFE (mcg)",Beta-carotene (mcg),0.3774
Phosphorus (mg),Beta-carotene (mcg),0.3891
Carbohydrate (gm),Beta-carotene (mcg),0.3404
Glycohemoglobin (%),Beta-carotene (mcg),-0.0657
Magnesium (mg),Beta-carotene (mcg),0.4269
Thiamin (Vitamin B1) (mg),Beta-carotene (mcg),0.3885
PFA 18:4 (Octadecatetraenoic) (gm),Beta-carotene (mcg),0.0301
Albumin (g/L),Beta-carotene (mcg),0.0534
Hematocrit (%),Beta-carotene (mcg),0.0066
Protein (gm),Beta-carotene (mcg),0.4205
Vitamin B12 (mcg),Beta-carotene (mcg),0.2512
Total protein (g/L),Beta-carotene (mcg),0.006
MFA 22:1 (Docosenoic) (gm),Beta-carotene (mcg),0.1903
Vitamin K (mcg),Beta-carotene (mcg),0.6236
Segmented neutrophils number,Beta-carotene (mcg),0.0548
Aspartate aminotransferase AST (U/L),Beta-carotene (mcg),0.0365
Red cell distribution width (%),Beta-carotene (mcg),-0.0738
Uric acid (umol/L),Beta-carotene (mcg),-0.0631
Cholesterol (mmol/L),Beta-carotene (mcg),0.0027
Lactate dehydrogenase LDH (U/L),Beta-carotene (mcg),-0.0205
Calcium (mg),Beta-carotene (mcg),0.386
Blood urea nitrogen (mmol/L),Beta-carotene (mcg),0.0513
PFA 20:4 (Eicosatetraenoic) (gm),Beta-carotene (mcg),0.2211
Selenium (mcg),Beta-carotene (mcg),0.4158
Osmolality (mmol/Kg),Beta-carotene (mcg),0.0249
Lymphocyte percent (%),Beta-carotene (mcg),-0.0273
Monocyte percent (%),Beta-carotene (mcg),-0.0175
Segmented neutrophils percent (%),Beta-carotene (mcg),0.0353
SFA 12:0 (Dodecanoic) (gm),Beta-carotene (mcg),0.4535
Total polyunsaturated fatty acids (gm),Beta-carotene (mcg),0.4631
SFA 10:0 (Decanoic) (gm),Beta-carotene (mcg),0.3991
Retinol (mcg),Beta-carotene (mcg),0.233
Cholesterol (mg),Beta-carotene (mcg),0.3182
Triglycerides (mmol/L),Beta-carotene (mcg),-0.0124
Mean cell volume (fL),Beta-carotene (mcg),0.0863
Lycopene (mcg),Beta-carotene (mcg),0.3393
Potassium (mmol/L),Beta-carotene (mcg),-0.0245
MFA 20:1 (Eicosenoic) (gm),Beta-carotene (mcg),0.2611
Sodium (mmol/L),Beta-carotene (mcg),0.0132
SFA 4:0 (Butanoic) (gm),Beta-carotene (mcg),0.3186
Theobromine (mg),Beta-carotene (mcg),0.0721
Red cell distribution width (%),Caffeine (mg),0.0419
Osmolality (mmol/Kg),Caffeine (mg),-0.0203
Total protein (g/L),Caffeine (mg),0.0105
MFA 18:1 (Octadecenoic) (gm),Caffeine (mg),0.0909
Lymphocyte number,Caffeine (mg),0.0995
SFA 4:0 (Butanoic) (gm),Caffeine (mg),0.0754
Mean platelet volume (fL),Caffeine (mg),0.0214
Folic acid (mcg),Caffeine (mg),-0.0115
"Albumin, urine (mg/L) SI",Caffeine (mg),0.0378
Carbohydrate (gm),Caffeine (mg),0.1092
Platelet count SI (1000 cells/uL),Caffeine (mg),-0.0172
SFA 18:0 (Octadecanoic) (gm),Caffeine (mg),0.1182
"Bilirubin, total (umol/L)",Caffeine (mg),-0.0072
Hematocrit (%),Caffeine (mg),0.027
Eosinophils percent (%),Caffeine (mg),-0.0055
Lymphocyte percent (%),Caffeine (mg),0.0583
"Iron, refigerated (umol/L)",Caffeine (mg),-0.0698
PFA 20:5 (Eicosapentaenoic) (gm),Caffeine (mg),0.0607
Mean cell hemoglobin (pg),Caffeine (mg),-0.0012
Lactate dehydrogenase LDH (U/L),Caffeine (mg),-0.0841
Potassium (mg),Caffeine (mg),0.0779
Calcium (mg),Caffeine (mg),0.0159
PFA 18:4 (Octadecatetraenoic) (gm),Caffeine (mg),0.075
MFA 16:1 (Hexadecenoic) (gm),Caffeine (mg),0.0552
Vitamin B12 (mcg),Caffeine (mg),0.0303
Total sugars (gm),Caffeine (mg),0.1715
Copper (mg),Caffeine (mg),0.0924
PFA 20:4 (Eicosatetraenoic) (gm),Caffeine (mg),0.0667
SFA 8:0 (Octanoic) (gm),Caffeine (mg),0.0814
Cholesterol (mg),Caffeine (mg),0.0618
"Folate, DFE (mcg)",Caffeine (mg),0.0055
Glycohemoglobin (%),Caffeine (mg),0.0072
Total monounsaturated fatty acids (gm),Caffeine (mg),0.0941
PFA 22:5 (Docosapentaenoic) (gm),Caffeine (mg),0.0706
Phosphorus (mg),Caffeine (mg),0.072
SFA 10:0 (Decanoic) (gm),Caffeine (mg),0.1074
Gamma glutamyl transferase (U/L),Caffeine (mg),0.0192
"Vitamin A, RAE (mcg)",Caffeine (mg),0.008
Basophils number,Caffeine (mg),-0.0146
Zinc (mg),Caffeine (mg),0.0585
Thiamin (Vitamin B1) (mg),Caffeine (mg),0.0144
Alkaline phosphotase (U/L),Caffeine (mg),-0.0914
Total saturated fatty acids (gm),Caffeine (mg),0.0949
Albumin (g/L),Caffeine (mg),0.0292
MFA 22:1 (Docosenoic) (gm),Caffeine (mg),0.1005
Sodium (mg),Caffeine (mg),0.0358
Retinol (mcg),Caffeine (mg),-0.0178
Triglycerides (mmol/L),Caffeine (mg),-0.0231
Food folate (mcg),Caffeine (mg),0.0492
Globulin (g/L),Caffeine (mg),-0.0051
PFA 18:3 (Octadecatrienoic) (gm),Caffeine (mg),0.095
SFA 16:0 (Hexadecanoic) (gm),Caffeine (mg),0.0967
Beta-cryptoxanthin (mcg),Caffeine (mg),0.0712
Red blood cell count (million cells/uL),Caffeine (mg),0.0213
Aspartate aminotransferase AST (U/L),Caffeine (mg),-0.043
Segmented neutrophils percent (%),Caffeine (mg),-0.0408
Basophils percent (%),Caffeine (mg),0.0114
Phosphorus (mmol/L),Caffeine (mg),-0.0641
Lutein + zeaxanthin (mcg),Caffeine (mg),0.0211
Energy (kcal),Caffeine (mg),0.0986
"Glucose, serum (mmol/L)",Caffeine (mg),0.0661
Magnesium (mg),Caffeine (mg),0.0654
Uric acid (umol/L),Caffeine (mg),0.0532
Chloride (mmol/L),Caffeine (mg),-0.0242
Riboflavin (Vitamin B2) (mg),Caffeine (mg),0.0314
SFA 12:0 (Dodecanoic) (gm),Caffeine (mg),0.1202
Eosinophils number,Caffeine (mg),0.0593
Niacin (mg),Caffeine (mg),0.0585
Vitamin C (mg),Caffeine (mg),0.022
Bicarbonate (mmol/L),Caffeine (mg),0.0134
Dietary fiber (gm),Caffeine (mg),0.0515
Iron (mg),Caffeine (mg),0.0705
Theobromine (mg),Caffeine (mg),0.5442
White blood cell count (1000 cells/uL),Caffeine (mg),0.044
Total polyunsaturated fatty acids (gm),Caffeine (mg),0.104
Sodium (mmol/L),Caffeine (mg),-0.0312
Cotinine (ng/mL),Caffeine (mg),0.1422
Monocyte number,Caffeine (mg),0.042
Alanine aminotransferase ALT (U/L),Caffeine (mg),0.0161
Mean cell volume (fL),Caffeine (mg),0.0103
Vitamin K (mcg),Caffeine (mg),0.0852
Potassium (mmol/L),Caffeine (mg),0.0407
Vitamin B6 (mg),Caffeine (mg),0.0238
Creatinine (umol/L),Caffeine (mg),0.036
Blood urea nitrogen (mmol/L),Caffeine (mg),-0.0149
SFA 14:0 (Tetradecanoic) (gm),Caffeine (mg),0.0787
PFA 18:2 (Octadecadienoic) (gm),Caffeine (mg),0.0996
Total calcium (mmol/L),Caffeine (mg),-0.0136
Protein (gm),Caffeine (mg),0.0638
Lycopene (mcg),Caffeine (mg),0.0154
Monocyte percent (%),Caffeine (mg),0.0262
Hemoglobin (g/dL),Caffeine (mg),0.0227
Moisture (gm),Caffeine (mg),0.1855
SFA 6:0 (Hexanoic) (gm),Caffeine (mg),0.0707
PFA 22:6 (Docosahexaenoic) (gm),Caffeine (mg),0.1121
Segmented neutrophils number,Caffeine (mg),0.0131
Selenium (mcg),Caffeine (mg),0.065
Cholesterol (mmol/L),Caffeine (mg),-0.0254
Total fat (gm),Caffeine (mg),0.0982
Total Folate (mcg),Caffeine (mg),0.0126
MFA 20:1 (Eicosenoic) (gm),Caffeine (mg),0.077
"Glucose, serum (mmol/L)",Calcium (mg),0.0045
"Iron, refigerated (umol/L)",Calcium (mg),0.0112
Selenium (mcg),Calcium (mg),0.7306
Sodium (mmol/L),Calcium (mg),0.0038
Total calcium (mmol/L),Calcium (mg),0.0361
Dietary fiber (gm),Calcium (mg),0.4461
Riboflavin (Vitamin B2) (mg),Calcium (mg),0.8718
PFA 22:6 (Docosahexaenoic) (gm),Calcium (mg),0.1781
"Vitamin A, RAE (mcg)",Calcium (mg),0.5908
SFA 14:0 (Tetradecanoic) (gm),Calcium (mg),0.6516
Segmented neutrophils number,Calcium (mg),0.0217
Theobromine (mg),Calcium (mg),0.0975
"Folate, DFE (mcg)",Calcium (mg),0.6893
Copper (mg),Calcium (mg),0.6696
MFA 18:1 (Octadecenoic) (gm),Calcium (mg),0.4758
Gamma glutamyl transferase (U/L),Calcium (mg),0.0071
Beta-cryptoxanthin (mcg),Calcium (mg),0.2297
Segmented neutrophils percent (%),Calcium (mg),0.07
Potassium (mmol/L),Calcium (mg),0.0757
Protein (gm),Calcium (mg),0.7299
Folic acid (mcg),Calcium (mg),0.2622
Monocyte number,Calcium (mg),0.0355
Moisture (gm),Calcium (mg),0.6158
Total protein (g/L),Calcium (mg),-0.0362
Magnesium (mg),Calcium (mg),0.7788
Total saturated fatty acids (gm),Calcium (mg),0.5884
Sodium (mg),Calcium (mg),0.7129
Red blood cell count (million cells/uL),Calcium (mg),0.0467
Niacin (mg),Calcium (mg),0.6198
PFA 18:3 (Octadecatrienoic) (gm),Calcium (mg),0.4878
Chloride (mmol/L),Calcium (mg),0.0086
Total Folate (mcg),Calcium (mg),0.716
Vitamin C (mg),Calcium (mg),0.3264
SFA 6:0 (Hexanoic) (gm),Calcium (mg),0.5697
SFA 16:0 (Hexadecanoic) (gm),Calcium (mg),0.5682
Alanine aminotransferase ALT (U/L),Calcium (mg),0.0829
Triglycerides (mmol/L),Calcium (mg),-0.0318
Lutein + zeaxanthin (mcg),Calcium (mg),0.3759
Aspartate aminotransferase AST (U/L),Calcium (mg),0.1077
Cholesterol (mmol/L),Calcium (mg),-0.0832
Alkaline phosphotase (U/L),Calcium (mg),0.0322
Cotinine (ng/mL),Calcium (mg),-0.1118
"Albumin, urine (mg/L) SI",Calcium (mg),-0.0427
PFA 18:2 (Octadecadienoic) (gm),Calcium (mg),0.3863
Thiamin (Vitamin B1) (mg),Calcium (mg),0.7476
Osmolality (mmol/Kg),Calcium (mg),0.0718
Eosinophils percent (%),Calcium (mg),0.0461
Total fat (gm),Calcium (mg),0.5053
SFA 12:0 (Dodecanoic) (gm),Calcium (mg),0.5411
Lactate dehydrogenase LDH (U/L),Calcium (mg),0.0063
Lymphocyte percent (%),Calcium (mg),-0.0658
SFA 18:0 (Octadecanoic) (gm),Calcium (mg),0.5539
Vitamin B12 (mcg),Calcium (mg),0.615
SFA 8:0 (Octanoic) (gm),Calcium (mg),0.5266
Total monounsaturated fatty acids (gm),Calcium (mg),0.4801
SFA 4:0 (Butanoic) (gm),Calcium (mg),0.5859
Lycopene (mcg),Calcium (mg),0.2197
Retinol (mcg),Calcium (mg),0.452
MFA 22:1 (Docosenoic) (gm),Calcium (mg),0.1624
PFA 20:5 (Eicosapentaenoic) (gm),Calcium (mg),0.1002
Carbohydrate (gm),Calcium (mg),0.6735
Phosphorus (mmol/L),Calcium (mg),0.0374
Uric acid (umol/L),Calcium (mg),0.0261
Vitamin B6 (mg),Calcium (mg),0.6188
Glycohemoglobin (%),Calcium (mg),-0.1013
Cholesterol (mg),Calcium (mg),0.4358
PFA 18:4 (Octadecatetraenoic) (gm),Calcium (mg),0.0408
Mean cell volume (fL),Calcium (mg),0.1351
Basophils number,Calcium (mg),-0.0163
Eosinophils number,Calcium (mg),0.0148
Globulin (g/L),Calcium (mg),-0.128
Vitamin K (mcg),Calcium (mg),0.3928
White blood cell count (1000 cells/uL),Calcium (mg),-0.0124
MFA 20:1 (Eicosenoic) (gm),Calcium (mg),0.3837
Total sugars (gm),Calcium (mg),0.5604
Red cell distribution width (%),Calcium (mg),-0.0802
Basophils percent (%),Calcium (mg),0.0015
Zinc (mg),Calcium (mg),0.7271
Energy (kcal),Calcium (mg),0.744
PFA 20:4 (Eicosatetraenoic) (gm),Calcium (mg),0.2346
Total polyunsaturated fatty acids (gm),Calcium (mg),0.3936
Phosphorus (mg),Calcium (mg),0.8811
PFA 22:5 (Docosapentaenoic) (gm),Calcium (mg),0.0732
Mean platelet volume (fL),Calcium (mg),-0.0474
Bicarbonate (mmol/L),Calcium (mg),-0.0431
SFA 10:0 (Decanoic) (gm),Calcium (mg),0.5418
Monocyte percent (%),Calcium (mg),0.0549
Mean cell hemoglobin (pg),Calcium (mg),0.1249
Albumin (g/L),Calcium (mg),0.1044
Platelet count SI (1000 cells/uL),Calcium (mg),-0.1183
Food folate (mcg),Calcium (mg),0.701
Creatinine (umol/L),Calcium (mg),0.1043
Hematocrit (%),Calcium (mg),0.1225
Hemoglobin (g/dL),Calcium (mg),0.1297
MFA 16:1 (Hexadecenoic) (gm),Calcium (mg),0.4308
"Bilirubin, total (umol/L)",Calcium (mg),0.0919
Potassium (mg),Calcium (mg),0.7608
Blood urea nitrogen (mmol/L),Calcium (mg),0.2026
Lymphocyte number,Calcium (mg),-0.0738
Iron (mg),Calcium (mg),0.6884
Moisture (gm),Carbohydrate (gm),0.7959
Sodium (mmol/L),Carbohydrate (gm),0.0724
Protein (gm),Carbohydrate (gm),0.6723
Dietary fiber (gm),Carbohydrate (gm),0.526
Vitamin B12 (mcg),Carbohydrate (gm),0.4009
Magnesium (mg),Carbohydrate (gm),0.7923
Glycohemoglobin (%),Carbohydrate (gm),-0.0491
Monocyte percent (%),Carbohydrate (gm),0.0126
MFA 20:1 (Eicosenoic) (gm),Carbohydrate (gm),0.2889
Zinc (mg),Carbohydrate (gm),0.6756
Phosphorus (mmol/L),Carbohydrate (gm),0.0145
Folic acid (mcg),Carbohydrate (gm),0.237
Cholesterol (mmol/L),Carbohydrate (gm),-0.0766
SFA 14:0 (Tetradecanoic) (gm),Carbohydrate (gm),0.4611
"Iron, refigerated (umol/L)",Carbohydrate (gm),0.0284
PFA 18:2 (Octadecadienoic) (gm),Carbohydrate (gm),0.5122
Mean cell hemoglobin (pg),Carbohydrate (gm),0.0623
Riboflavin (Vitamin B2) (mg),Carbohydrate (gm),0.7178
Lycopene (mcg),Carbohydrate (gm),0.2062
Lactate dehydrogenase LDH (U/L),Carbohydrate (gm),-0.0252
Total sugars (gm),Carbohydrate (gm),0.8697
SFA 4:0 (Butanoic) (gm),Carbohydrate (gm),0.2943
MFA 22:1 (Docosenoic) (gm),Carbohydrate (gm),0.1523
"Folate, DFE (mcg)",Carbohydrate (gm),0.7038
Total protein (g/L),Carbohydrate (gm),0.0488
Beta-cryptoxanthin (mcg),Carbohydrate (gm),0.2217
Retinol (mcg),Carbohydrate (gm),0.2599
PFA 22:5 (Docosapentaenoic) (gm),Carbohydrate (gm),0.0401
Aspartate aminotransferase AST (U/L),Carbohydrate (gm),0.063
